"idx","level_1","level_2","level_3","level_4"
1,"01001_AM","01","16","01"
2,"01002","01","16","01"
3,"01010_AM","01","16","01"
4,"01031_AM","01","16","01"
5,"01036","01","16","01"
6,"01043_AM","01","16","01"
7,"01047_AM","01","16","01"
8,"01051","01","16","01"
9,"01058_AM","01","16","01"
10,"0105901","01","16","01"
11,"0105902","01","16","01"
12,"0105903","01","16","01"
13,"0105904","01","16","01"
14,"0105905","01","16","01"
15,"0105906","01","16","01"
16,"01063_AM","01","16","01"
17,"01901_AM","01","16","01"
18,"0200301","02","08","01"
19,"0200302","02","08","01"
20,"0200303","02","08","01"
21,"0200304","02","08","01"
22,"0200305","02","08","01"
23,"0200306","02","08","01"
24,"0200307","02","08","01"
25,"0200308","02","08","01"
26,"02008_AM","02","08","01"
27,"02009","02","08","01"
28,"02010_AM","02","08","01"
29,"02012_AM","02","08","01"
30,"02021_AM","02","08","01"
31,"02024_AM","02","08","01"
32,"02025","02","08","01"
33,"02029_AM","02","08","01"
34,"02030_AM","02","08","01"
35,"02033_AM","02","08","01"
36,"02037","02","08","01"
37,"02045_AM","02","08","01"
38,"02053_AM","02","08","01"
39,"02063_AM","02","08","01"
40,"02067_AM","02","08","01"
41,"02069_AM","02","08","01"
42,"02073_AM","02","08","01"
43,"02074","02","08","01"
44,"02079_AM","02","08","01"
45,"02081","02","08","01"
46,"02086_AM","02","08","01"
47,"03002_AM","03","10","01"
48,"03005_AM","03","10","01"
49,"0300901","03","10","01"
50,"0300902","03","10","01"
51,"0300903","03","10","01"
52,"0300904","03","10","01"
53,"0300905","03","10","01"
54,"0300906","03","10","01"
55,"0300907","03","10","01"
56,"0300908","03","10","01"
57,"03011","03","10","01"
58,"0301401","03","10","01"
59,"0301402","03","10","01"
60,"0301403","03","10","01"
61,"0301404","03","10","01"
62,"0301405","03","10","01"
63,"0301406","03","10","01"
64,"0301407","03","10","01"
65,"0301408","03","10","01"
66,"03015","03","10","01"
67,"03018","03","10","01"
68,"03019","03","10","01"
69,"03021","03","10","01"
70,"03024","03","10","01"
71,"03026_AM","03","10","01"
72,"03028_AM","03","10","01"
73,"0303101","03","10","01"
74,"0303102","03","10","01"
75,"0303103","03","10","01"
76,"0303104","03","10","01"
77,"03035_AM","03","10","01"
78,"03041","03","10","01"
79,"03043_AM","03","10","01"
80,"03044_AM","03","10","01"
81,"03046_AM","03","10","01"
82,"03047","03","10","01"
83,"03048","03","10","01"
84,"03049","03","10","01"
85,"03050","03","10","01"
86,"03053","03","10","01"
87,"03055","03","10","01"
88,"03056","03","10","01"
89,"03058_AM","03","10","01"
90,"03059","03","10","01"
91,"03063","03","10","01"
92,"03064","03","10","01"
93,"0306501","03","10","01"
94,"0306502","03","10","01"
95,"0306503","03","10","01"
96,"0306504","03","10","01"
97,"0306505","03","10","01"
98,"0306506","03","10","01"
99,"0306507","03","10","01"
100,"0306601","03","10","01"
101,"0306602_AD","03","10","01"
102,"0306604","03","10","01"
103,"0306605","03","10","01"
104,"03069","03","10","01"
105,"03070_AM","03","10","01"
106,"03071","03","10","01"
107,"03076","03","10","01"
108,"03077_AM","03","10","01"
109,"03079","03","10","01"
110,"03081_AM","03","10","01"
111,"03082","03","10","01"
112,"03083","03","10","01"
113,"03088","03","10","01"
114,"03089","03","10","01"
115,"03090","03","10","01"
116,"03092_AM","03","10","01"
117,"03093","03","10","01"
118,"03094","03","10","01"
119,"03095","03","10","01"
120,"03096","03","10","01"
121,"03097_AM","03","10","01"
122,"0309901","03","10","01"
123,"0309902","03","10","01"
124,"0309903","03","10","01"
125,"0309904","03","10","01"
126,"0309905","03","10","01"
127,"0309906","03","10","01"
128,"0309907","03","10","01"
129,"0309908","03","10","01"
130,"03101","03","10","01"
131,"03102","03","10","01"
132,"03104","03","10","01"
133,"03105","03","10","01"
134,"03107","03","10","01"
135,"03109","03","10","01"
136,"03111","03","10","01"
137,"03113","03","10","01"
138,"03118","03","10","01"
139,"03119","03","10","01"
140,"03120","03","10","01"
141,"03121","03","10","01"
142,"0312201","03","10","01"
143,"0312202","03","10","01"
144,"0312203","03","10","01"
145,"03123_AM","03","10","01"
146,"03128_AM","03","10","01"
147,"0313301","03","10","01"
148,"0313302","03","10","01"
149,"0313303","03","10","01"
150,"03138_AM","03","10","01"
151,"03139","03","10","01"
152,"03140","03","10","01"
153,"03902","03","10","01"
154,"03903_AM","03","10","01"
155,"04003","04","01","01"
156,"04006","04","01","01"
157,"04011_AM","04","01","01"
158,"0401301_AD","04","01","01"
159,"0401303","04","01","01"
160,"0401304","04","01","01"
161,"0401305","04","01","01"
162,"0401306","04","01","01"
163,"0401307","04","01","01"
164,"0401308","04","01","01"
165,"04016_AM","04","01","01"
166,"04017_AM","04","01","01"
167,"04024_AM","04","01","01"
168,"04029","04","01","01"
169,"04031_AM","04","01","01"
170,"04032","04","01","01"
171,"04035","04","01","01"
172,"04038_AM","04","01","01"
173,"04045_AM","04","01","01"
174,"04047_AM","04","01","01"
175,"04049","04","01","01"
176,"04050_AM","04","01","01"
177,"04052","04","01","01"
178,"04053","04","01","01"
179,"04057_AM","04","01","01"
180,"04062_AM","04","01","01"
181,"04064","04","01","01"
182,"04066","04","01","01"
183,"04069","04","01","01"
184,"04070_AM","04","01","01"
185,"04075","04","01","01"
186,"0407901","04","01","01"
187,"0407902","04","01","01"
188,"04088_AM","04","01","01"
189,"04092_AM","04","01","01"
190,"04093_AM","04","01","01"
191,"04098_AM","04","01","01"
192,"04099","04","01","01"
193,"04100","04","01","01"
194,"04101","04","01","01"
195,"04102","04","01","01"
196,"0490201","04","01","01"
197,"04903","04","01","01"
198,"05002_AM","05","07","01"
199,"05014_AM","05","07","01"
200,"05016","05","07","01"
201,"0501901_AD","05","07","01"
202,"0501904","05","07","01"
203,"0501905","05","07","01"
204,"0501906","05","07","01"
205,"05021_AM","05","07","01"
206,"05047","05","07","01"
207,"05054_AM","05","07","01"
208,"05057_AM","05","07","01"
209,"05114_AM","05","07","01"
210,"05132_AM","05","07","01"
211,"05163_AM","05","07","01"
212,"05168_AM","05","07","01"
213,"05186_AM","05","07","01"
214,"05204_AM","05","07","01"
215,"05220_AM","05","07","01"
216,"05238_AM","05","07","01"
217,"05240_AM","05","07","01"
218,"05241_AM","05","07","01"
219,"05242_AM","05","07","01"
220,"06002","06","11","01"
221,"06005_AM","06","11","01"
222,"06006","06","11","01"
223,"06011","06","11","01"
224,"06012_AM","06","11","01"
225,"06014_AM","06","11","01"
226,"0601501","06","11","01"
227,"0601502","06","11","01"
228,"0601503","06","11","01"
229,"0601504","06","11","01"
230,"0601505","06","11","01"
231,"0601506","06","11","01"
232,"0601507","06","11","01"
233,"0601508","06","11","01"
234,"0601509","06","11","01"
235,"0601510","06","11","01"
236,"06016_AM","06","11","01"
237,"06019_AM","06","11","01"
238,"06022_AM","06","11","01"
239,"06023_AM","06","11","01"
240,"06025","06","11","01"
241,"06028_AM","06","11","01"
242,"06036_AM","06","11","01"
243,"06044_AM","06","11","01"
244,"06050_AM","06","11","01"
245,"06052_AM","06","11","01"
246,"06054","06","11","01"
247,"06055_AM","06","11","01"
248,"06060_AM","06","11","01"
249,"06063_AM","06","11","01"
250,"06066_AM","06","11","01"
251,"06069_AM","06","11","01"
252,"06070_AM","06","11","01"
253,"06072_AM","06","11","01"
254,"06074_AM","06","11","01"
255,"0608301","06","11","01"
256,"0608302_AD","06","11","01"
257,"0608303","06","11","01"
258,"0608304","06","11","01"
259,"0608306","06","11","01"
260,"06085_AM","06","11","01"
261,"06088_AM","06","11","01"
262,"06091_AM","06","11","01"
263,"06093_AM","06","11","01"
264,"06094_AM","06","11","01"
265,"06095_AM","06","11","01"
266,"06103","06","11","01"
267,"06108_AM","06","11","01"
268,"06109_AM","06","11","01"
269,"06113_AM","06","11","01"
270,"06117_AM","06","11","01"
271,"06120_AM","06","11","01"
272,"06121_AM","06","11","01"
273,"06122","06","11","01"
274,"06123_AM","06","11","01"
275,"06125_AM","06","11","01"
276,"06127_AM","06","11","01"
277,"06128_AM","06","11","01"
278,"06149","06","11","01"
279,"06153","06","11","01"
280,"06154_AM","06","11","01"
281,"06155_AM","06","11","01"
282,"06158","06","11","01"
283,"06162_AM","06","11","01"
284,"07001","07","04","01"
285,"07002","07","04","01"
286,"07003","07","04","01"
287,"07004","07","04","01"
288,"07005","07","04","01"
289,"07006","07","04","01"
290,"07008","07","04","01"
291,"07010","07","04","01"
292,"07011","07","04","01"
293,"07012_AM","07","04","01"
294,"07013","07","04","01"
295,"07014","07","04","01"
296,"07015","07","04","01"
297,"07016","07","04","01"
298,"07020","07","04","01"
299,"07022","07","04","01"
300,"07023_AM","07","04","01"
301,"07024","07","04","01"
302,"07026","07","04","01"
303,"07027","07","04","01"
304,"07029","07","04","01"
305,"07030_AM","07","04","01"
306,"07031","07","04","01"
307,"07032","07","04","01"
308,"07033","07","04","01"
309,"07036","07","04","01"
310,"07037","07","04","01"
311,"07038_AM","07","04","01"
312,"07039","07","04","01"
313,"0704001","07","04","01"
314,"0704002","07","04","01"
315,"0704003","07","04","01"
316,"0704004","07","04","01"
317,"0704005","07","04","01"
318,"07042","07","04","01"
319,"07043","07","04","01"
320,"07044","07","04","01"
321,"07045_AM","07","04","01"
322,"07046","07","04","01"
323,"07047_AM","07","04","01"
324,"07048","07","04","01"
325,"07050","07","04","01"
326,"07051","07","04","01"
327,"07052","07","04","01"
328,"07054","07","04","01"
329,"07055","07","04","01"
330,"07056","07","04","01"
331,"07057","07","04","01"
332,"07058_AM","07","04","01"
333,"07059","07","04","01"
334,"07060_AM","07","04","01"
335,"07061","07","04","01"
336,"07062","07","04","01"
337,"07064","07","04","01"
338,"07065_AM","07","04","01"
339,"08001","08","09","01"
340,"08003","08","09","01"
341,"08005","08","09","01"
342,"08006","08","09","01"
343,"08007","08","09","01"
344,"08009","08","09","01"
345,"08010_AM","08","09","01"
346,"08014_AM","08","09","01"
347,"0801501","08","09","01"
348,"0801502","08","09","01"
349,"0801503","08","09","01"
350,"0801504","08","09","01"
351,"0801505","08","09","01"
352,"0801506","08","09","01"
353,"0801507","08","09","01"
354,"0801508","08","09","01"
355,"0801509","08","09","01"
356,"08016_AM","08","09","01"
357,"08017_AM","08","09","01"
358,"08018_AM","08","09","01"
359,"0801901","08","09","01"
360,"0801902","08","09","01"
361,"0801903","08","09","01"
362,"0801904","08","09","01"
363,"0801905","08","09","01"
364,"0801906","08","09","01"
365,"0801907","08","09","01"
366,"0801908","08","09","01"
367,"0801909","08","09","01"
368,"0801910","08","09","01"
369,"08020","08","09","01"
370,"08022","08","09","01"
371,"08023","08","09","01"
372,"08029","08","09","01"
373,"08030","08","09","01"
374,"08031_AM","08","09","01"
375,"08033","08","09","01"
376,"08035","08","09","01"
377,"08037_AM","08","09","01"
378,"08040","08","09","01"
379,"08041","08","09","01"
380,"08043_AM","08","09","01"
381,"08044_AM","08","09","01"
382,"08046","08","09","01"
383,"08047_AM","08","09","01"
384,"08051_AM","08","09","01"
385,"08053_AM","08","09","01"
386,"08054","08","09","01"
387,"0805601","08","09","01"
388,"0805602","08","09","01"
389,"0805603","08","09","01"
390,"0805604","08","09","01"
391,"0805605","08","09","01"
392,"08064_AM","08","09","01"
393,"08067","08","09","01"
394,"08068_AM","08","09","01"
395,"08069","08","09","01"
396,"08072","08","09","01"
397,"0807301","08","09","01"
398,"0807302","08","09","01"
399,"0807303","08","09","01"
400,"0807304","08","09","01"
401,"0807305","08","09","01"
402,"0807306","08","09","01"
403,"08074","08","09","01"
404,"08075","08","09","01"
405,"08076","08","09","01"
406,"08077","08","09","01"
407,"08085_AM","08","09","01"
408,"08086","08","09","01"
409,"08088","08","09","01"
410,"08089","08","09","01"
411,"08091_AM","08","09","01"
412,"08092_AM","08","09","01"
413,"08094_AM","08","09","01"
414,"0809601","08","09","01"
415,"0809602","08","09","01"
416,"0809603","08","09","01"
417,"0809604","08","09","01"
418,"08098_AM","08","09","01"
419,"08100_AM","08","09","01"
420,"0810101","08","09","01"
421,"0810102","08","09","01"
422,"0810103","08","09","01"
423,"0810104","08","09","01"
424,"0810105","08","09","01"
425,"0810106","08","09","01"
426,"08102","08","09","01"
427,"08105","08","09","01"
428,"08106","08","09","01"
429,"08107","08","09","01"
430,"08108","08","09","01"
431,"08110","08","09","01"
432,"08112","08","09","01"
433,"0811301_AD","08","09","01"
434,"0811302","08","09","01"
435,"0811304","08","09","01"
436,"0811305","08","09","01"
437,"08114","08","09","01"
438,"08115_AM","08","09","01"
439,"08118","08","09","01"
440,"08119","08","09","01"
441,"08120","08","09","01"
442,"0812101","08","09","01"
443,"0812102","08","09","01"
444,"0812103","08","09","01"
445,"0812104","08","09","01"
446,"0812105","08","09","01"
447,"0812106","08","09","01"
448,"08122_AM","08","09","01"
449,"08123","08","09","01"
450,"0812401","08","09","01"
451,"0812402","08","09","01"
452,"0812403","08","09","01"
453,"08125","08","09","01"
454,"08126","08","09","01"
455,"08135","08","09","01"
456,"08136","08","09","01"
457,"08138","08","09","01"
458,"08140","08","09","01"
459,"08141","08","09","01"
460,"08143_AM","08","09","01"
461,"08145_AM","08","09","01"
462,"08147","08","09","01"
463,"08155_AM","08","09","01"
464,"08156","08","09","01"
465,"08157","08","09","01"
466,"08158","08","09","01"
467,"08159","08","09","01"
468,"08161","08","09","01"
469,"08162_AM","08","09","01"
470,"08163","08","09","01"
471,"08167","08","09","01"
472,"0816901","08","09","01"
473,"0816902","08","09","01"
474,"0816903","08","09","01"
475,"0816904","08","09","01"
476,"0816905","08","09","01"
477,"08171_AM","08","09","01"
478,"08172","08","09","01"
479,"08175_AM","08","09","01"
480,"08180","08","09","01"
481,"08181","08","09","01"
482,"08182","08","09","01"
483,"08183","08","09","01"
484,"0818401","08","09","01"
485,"0818402","08","09","01"
486,"0818403","08","09","01"
487,"0818404","08","09","01"
488,"0818701","08","09","01"
489,"0818702","08","09","01"
490,"0818703","08","09","01"
491,"0818704","08","09","01"
492,"0818705","08","09","01"
493,"0818706","08","09","01"
494,"0818707","08","09","01"
495,"08191","08","09","01"
496,"08192","08","09","01"
497,"08194","08","09","01"
498,"08196","08","09","01"
499,"08197","08","09","01"
500,"08198","08","09","01"
501,"0820001","08","09","01"
502,"0820002","08","09","01"
503,"0820003","08","09","01"
504,"0820004","08","09","01"
505,"0820005","08","09","01"
506,"0820006","08","09","01"
507,"08202","08","09","01"
508,"08203_AM","08","09","01"
509,"08204","08","09","01"
510,"0820501","08","09","01"
511,"0820502","08","09","01"
512,"0820503","08","09","01"
513,"0820504_AD","08","09","01"
514,"0820505","08","09","01"
515,"08208_AM","08","09","01"
516,"08209","08","09","01"
517,"08210","08","09","01"
518,"08211","08","09","01"
519,"08213","08","09","01"
520,"08214","08","09","01"
521,"08215_AM","08","09","01"
522,"08217","08","09","01"
523,"08218_AM","08","09","01"
524,"08219","08","09","01"
525,"08220_AM","08","09","01"
526,"08221","08","09","01"
527,"08227_AM","08","09","01"
528,"08230","08","09","01"
529,"08231","08","09","01"
530,"08232_AM","08","09","01"
531,"08233_AM","08","09","01"
532,"08234_AM","08","09","01"
533,"08235","08","09","01"
534,"08237_AM","08","09","01"
535,"08238","08","09","01"
536,"08240","08","09","01"
537,"08244","08","09","01"
538,"0824501","08","09","01"
539,"0824502","08","09","01"
540,"0824503","08","09","01"
541,"0824504","08","09","01"
542,"0824505","08","09","01"
543,"0824506","08","09","01"
544,"08248","08","09","01"
545,"08250","08","09","01"
546,"08251","08","09","01"
547,"08252","08","09","01"
548,"08259","08","09","01"
549,"08260","08","09","01"
550,"08262_AM","08","09","01"
551,"08263","08","09","01"
552,"08264_AM","08","09","01"
553,"08266","08","09","01"
554,"08267","08","09","01"
555,"08268_AM","08","09","01"
556,"08269_AM","08","09","01"
557,"08270","08","09","01"
558,"08273_AM","08","09","01"
559,"08274","08","09","01"
560,"08278_AM","08","09","01"
561,"0827901","08","09","01"
562,"0827902","08","09","01"
563,"0827903_AD","08","09","01"
564,"0827904","08","09","01"
565,"0827905","08","09","01"
566,"0827906","08","09","01"
567,"08281","08","09","01"
568,"08282","08","09","01"
569,"08283","08","09","01"
570,"08284_AM","08","09","01"
571,"08285","08","09","01"
572,"08286_AM","08","09","01"
573,"08288_AM","08","09","01"
574,"08289","08","09","01"
575,"08291","08","09","01"
576,"08295","08","09","01"
577,"08298","08","09","01"
578,"08300_AM","08","09","01"
579,"0830101","08","09","01"
580,"0830102","08","09","01"
581,"08302","08","09","01"
582,"08305","08","09","01"
583,"0830701","08","09","01"
584,"0830702","08","09","01"
585,"0830703","08","09","01"
586,"0830704","08","09","01"
587,"08902_AM","08","09","01"
588,"08904","08","09","01"
589,"09018","09","07","01"
590,"09048_AM","09","07","01"
591,"09056","09","07","01"
592,"0905901_AD","09","07","01"
593,"0905903","09","07","01"
594,"0905905","09","07","01"
595,"0905906","09","07","01"
596,"0905907","09","07","01"
597,"0905908","09","07","01"
598,"0905909","09","07","01"
599,"09073_AM","09","07","01"
600,"09109_AM","09","07","01"
601,"09141_AM","09","07","01"
602,"09174_AM","09","07","01"
603,"09177_AM","09","07","01"
604,"09194_AM","09","07","01"
605,"09209_AM","09","07","01"
606,"09211_AM","09","07","01"
607,"09219","09","07","01"
608,"09238_AM","09","07","01"
609,"09289_AM","09","07","01"
610,"09321_AM","09","07","01"
611,"09330_AM","09","07","01"
612,"09350_AM","09","07","01"
613,"09363_AM","09","07","01"
614,"09410","09","07","01"
615,"09413_AM","09","07","01"
616,"09434_AM","09","07","01"
617,"09439_AM","09","07","01"
618,"09903_AM","09","07","01"
619,"09907_AM","09","07","01"
620,"10006_AM","10","11","01"
621,"10010_AM","10","11","01"
622,"10018_AM","10","11","01"
623,"10019_AM","10","11","01"
624,"10020_AM","10","11","01"
625,"10021","10","11","01"
626,"10035_AM","10","11","01"
627,"1003701","10","11","01"
628,"1003702","10","11","01"
629,"1003703","10","11","01"
630,"1003704","10","11","01"
631,"1003705","10","11","01"
632,"1003706_AD","10","11","01"
633,"10049_AM","10","11","01"
634,"10050_AM","10","11","01"
635,"10061_AM","10","11","01"
636,"10064_AM","10","11","01"
637,"10067","10","11","01"
638,"10087_AM","10","11","01"
639,"10089_AM","10","11","01"
640,"10096_AM","10","11","01"
641,"10104","10","11","01"
642,"10105_AM","10","11","01"
643,"10109_AM","10","11","01"
644,"10110_AM","10","11","01"
645,"10113_AM","10","11","01"
646,"10115","10","11","01"
647,"10116_AM","10","11","01"
648,"10121","10","11","01"
649,"10127","10","11","01"
650,"10128","10","11","01"
651,"10131","10","11","01"
652,"10140_AM","10","11","01"
653,"10146_AM","10","11","01"
654,"10147_AM","10","11","01"
655,"10148","10","11","01"
656,"10175_AM","10","11","01"
657,"10177_AM","10","11","01"
658,"10180_AM","10","11","01"
659,"10184_AM","10","11","01"
660,"10186_AM","10","11","01"
661,"10189_AM","10","11","01"
662,"10195_AM","10","11","01"
663,"10203","10","11","01"
664,"10205_AM","10","11","01"
665,"10212_AM","10","11","01"
666,"10216_AM","10","11","01"
667,"11001","11","01","01"
668,"11002_AM","11","01","01"
669,"1100401","11","01","01"
670,"1100402","11","01","01"
671,"1100403","11","01","01"
672,"1100404","11","01","01"
673,"11005_AM","11","01","01"
674,"11006","11","01","01"
675,"11007","11","01","01"
676,"11008","11","01","01"
677,"11010_AM","11","01","01"
678,"11011_AM","11","01","01"
679,"1101201","11","01","01"
680,"1101202","11","01","01"
681,"1101203","11","01","01"
682,"1101204","11","01","01"
683,"1101205","11","01","01"
684,"1101206_AD","11","01","01"
685,"1101208","11","01","01"
686,"1101209","11","01","01"
687,"1101210","11","01","01"
688,"11014","11","01","01"
689,"1101501","11","01","01"
690,"1101502","11","01","01"
691,"1101503","11","01","01"
692,"1101504","11","01","01"
693,"1101505","11","01","01"
694,"11016","11","01","01"
695,"1102001","11","01","01"
696,"1102002","11","01","01"
697,"1102003","11","01","01"
698,"1102004","11","01","01"
699,"1102005","11","01","01"
700,"1102006","11","01","01"
701,"1102007","11","01","01"
702,"1102008_AD","11","01","01"
703,"1102009","11","01","01"
704,"11021_AM","11","01","01"
705,"1102201","11","01","01"
706,"1102202","11","01","01"
707,"1102203","11","01","01"
708,"1102204","11","01","01"
709,"1102205","11","01","01"
710,"1102206","11","01","01"
711,"1102207","11","01","01"
712,"11023","11","01","01"
713,"11024_AM","11","01","01"
714,"11025","11","01","01"
715,"11026_AM","11","01","01"
716,"1102701","11","01","01"
717,"1102702","11","01","01"
718,"1102703","11","01","01"
719,"1102704","11","01","01"
720,"11028","11","01","01"
721,"11029","11","01","01"
722,"11030","11","01","01"
723,"1103101","11","01","01"
724,"1103102_AD","11","01","01"
725,"1103104","11","01","01"
726,"1103105","11","01","01"
727,"1103106","11","01","01"
728,"1103201","11","01","01"
729,"1103202","11","01","01"
730,"1103203_AD","11","01","01"
