"idx","level_1","level_2","level_3","level_4"
2148,"3803810","38","05","01"
2149,"3803811","38","05","01"
2150,"3803812","38","05","01"
2151,"38039","38","05","01"
2152,"38040","38","05","01"
2153,"38041","38","05","01"
2154,"38042","38","05","01"
2155,"38043","38","05","01"
2156,"38045_AM","38","05","01"
2157,"38046","38","05","01"
2158,"38048","38","05","01"
2159,"38049_AM","38","05","01"
2160,"38051","38","05","01"
2161,"38053_AM","38","05","01"
2162,"39001_AM","39","06","01"
2163,"39002_AM","39","06","01"
2164,"39008","39","06","01"
2165,"39009_AM","39","06","01"
2166,"39012","39","06","01"
2167,"39016","39","06","01"
2168,"39018","39","06","01"
2169,"39020_AM","39","06","01"
2170,"39023","39","06","01"
2171,"39025","39","06","01"
2172,"39026_AM","39","06","01"
2173,"39027_AM","39","06","01"
2174,"39028","39","06","01"
2175,"39035","39","06","01"
2176,"39037_AM","39","06","01"
2177,"39040","39","06","01"
2178,"39041_AM","39","06","01"
2179,"39042","39","06","01"
2180,"39043_AM","39","06","01"
2181,"39044","39","06","01"
2182,"39047_AM","39","06","01"
2183,"39052","39","06","01"
2184,"39054","39","06","01"
2185,"39055_AM","39","06","01"
2186,"39056_AM","39","06","01"
2187,"39059","39","06","01"
2188,"39060","39","06","01"
2189,"39061_AM","39","06","01"
2190,"39073","39","06","01"
2191,"39074","39","06","01"
2192,"3907501","39","06","01"
2193,"3907502","39","06","01"
2194,"3907503","39","06","01"
2195,"3907504","39","06","01"
2196,"3907505","39","06","01"
2197,"3907506","39","06","01"
2198,"3907507","39","06","01"
2199,"3907508","39","06","01"
2200,"39076","39","06","01"
2201,"39078_AM","39","06","01"
2202,"39079","39","06","01"
2203,"39080_AM","39","06","01"
2204,"39082_AM","39","06","01"
2205,"39085","39","06","01"
2206,"3908701","39","06","01"
2207,"3908702_AD","39","06","01"
2208,"3908703","39","06","01"
2209,"3908704","39","06","01"
2210,"39091_AM","39","06","01"
2211,"39094_AM","39","06","01"
2212,"39099_AM","39","06","01"
2213,"39102_AM","39","06","01"
2214,"40032_AM","40","07","01"
2215,"40040_AM","40","07","01"
2216,"40041_AM","40","07","01"
2217,"40043_AM","40","07","01"
2218,"40057_AM","40","07","01"
2219,"40063","40","07","01"
2220,"40076","40","07","01"
2221,"40101_AM","40","07","01"
2222,"40112_AM","40","07","01"
2223,"40138_AM","40","07","01"
2224,"40141_AM","40","07","01"
2225,"40145_AM","40","07","01"
2226,"40149_AM","40","07","01"
2227,"40155","40","07","01"
2228,"40170_AM","40","07","01"
2229,"40181","40","07","01"
2230,"4019401_AD","40","07","01"
2231,"4019403","40","07","01"
2232,"4019404","40","07","01"
2233,"4019405","40","07","01"
2234,"4019406","40","07","01"
2235,"4019407","40","07","01"
2236,"40225_AM","40","07","01"
2237,"40906_AM","40","07","01"
2238,"4100401","41","01","01"
2239,"4100403","41","01","01"
2240,"4100404_AD","41","01","01"
2241,"41005","41","01","01"
2242,"41007","41","01","01"
2243,"41010","41","01","01"
2244,"41011_AM","41","01","01"
2245,"41012_AM","41","01","01"
2246,"41013","41","01","01"
2247,"41015","41","01","01"
2248,"41016","41","01","01"
2249,"41017","41","01","01"
2250,"41018","41","01","01"
2251,"41019","41","01","01"
2252,"41020","41","01","01"
2253,"41021","41","01","01"
2254,"41022","41","01","01"
2255,"41023","41","01","01"
2256,"41024","41","01","01"
2257,"41026_AM","41","01","01"
2258,"41027","41","01","01"
2259,"41029","41","01","01"
2260,"41032_AM","41","01","01"
2261,"41033_AM","41","01","01"
2262,"41034","41","01","01"
2263,"41036_AM","41","01","01"
2264,"4103801","41","01","01"
2265,"4103802","41","01","01"
2266,"4103803","41","01","01"
2267,"4103804","41","01","01"
2268,"4103805","41","01","01"
2269,"41039","41","01","01"
2270,"41040","41","01","01"
2271,"41041_AM","41","01","01"
2272,"41042","41","01","01"
2273,"41044","41","01","01"
2274,"41045","41","01","01"
2275,"41046_AM","41","01","01"
2276,"41047","41","01","01"
2277,"41048_AM","41","01","01"
2278,"41049","41","01","01"
2279,"41050","41","01","01"
2280,"41051_AM","41","01","01"
2281,"41053","41","01","01"
2282,"41055_AM","41","01","01"
2283,"41056_AM","41","01","01"
2284,"41058","41","01","01"
2285,"41059","41","01","01"
2286,"41060","41","01","01"
2287,"41064","41","01","01"
2288,"41065_AM","41","01","01"
2289,"41067_AM","41","01","01"
2290,"41068_AM","41","01","01"
2291,"41069","41","01","01"
2292,"41070","41","01","01"
2293,"41071","41","01","01"
2294,"41072","41","01","01"
2295,"41074_AM","41","01","01"
2296,"41075","41","01","01"
2297,"41076_AM","41","01","01"
2298,"41077","41","01","01"
2299,"41079","41","01","01"
2300,"41080_AM","41","01","01"
2301,"41081","41","01","01"
2302,"41082","41","01","01"
2303,"41084_AM","41","01","01"
2304,"41085","41","01","01"
2305,"41086","41","01","01"
2306,"41087","41","01","01"
2307,"41089","41","01","01"
2308,"41090_AM","41","01","01"
2309,"4109101","41","01","01"
2310,"4109102","41","01","01"
2311,"4109103","41","01","01"
2312,"4109104","41","01","01"
2313,"4109105","41","01","01"
2314,"4109106","41","01","01"
2315,"4109107","41","01","01"
2316,"4109108","41","01","01"
2317,"4109109","41","01","01"
2318,"4109110","41","01","01"
2319,"4109111","41","01","01"
2320,"41092","41","01","01"
2321,"41093","41","01","01"
2322,"41094","41","01","01"
2323,"4109501","41","01","01"
2324,"4109502_AD","41","01","01"
2325,"4109503","41","01","01"
2326,"4109505","41","01","01"
2327,"41096_AM","41","01","01"
2328,"41098","41","01","01"
2329,"41099","41","01","01"
2330,"41101","41","01","01"
2331,"41102","41","01","01"
2332,"41902","41","01","01"
2333,"41903","41","01","01"
2334,"42020","42","07","01"
2335,"42025_AM","42","07","01"
2336,"42035_AM","42","07","01"
2337,"42043_AM","42","07","01"
2338,"42069_AM","42","07","01"
2339,"42094_AM","42","07","01"
2340,"42095_AM","42","07","01"
2341,"42134_AM","42","07","01"
2342,"42162_AM","42","07","01"
2343,"42173","42","07","01"
2344,"43004","43","09","01"
2345,"43005","43","09","01"
2346,"43009_AM","43","09","01"
2347,"43012","43","09","01"
2348,"43013","43","09","01"
2349,"43014","43","09","01"
2350,"43016","43","09","01"
2351,"43019_AM","43","09","01"
2352,"43026_AM","43","09","01"
2353,"43028_AM","43","09","01"
2354,"43037","43","09","01"
2355,"43038_AM","43","09","01"
2356,"43042_AM","43","09","01"
2357,"43043_AM","43","09","01"
2358,"43044","43","09","01"
2359,"43047","43","09","01"
2360,"43050_AM","43","09","01"
2361,"43051","43","09","01"
2362,"43052_AM","43","09","01"
2363,"43054_AM","43","09","01"
2364,"43055_AM","43","09","01"
2365,"43060_AM","43","09","01"
2366,"43064_AM","43","09","01"
2367,"43086","43","09","01"
2368,"43090_AM","43","09","01"
2369,"43092","43","09","01"
2370,"43093","43","09","01"
2371,"43094_AM","43","09","01"
2372,"43100","43","09","01"
2373,"43108_AM","43","09","01"
2374,"43109_AM","43","09","01"
2375,"4312301","43","09","01"
2376,"4312302","43","09","01"
2377,"4312303","43","09","01"
2378,"4312304","43","09","01"
2379,"4312305","43","09","01"
2380,"4312306","43","09","01"
2381,"4312307","43","09","01"
2382,"4312308","43","09","01"
2383,"4312309_AD","43","09","01"
2384,"43126_AM","43","09","01"
2385,"43128_AM","43","09","01"
2386,"43129_AM","43","09","01"
2387,"43131","43","09","01"
2388,"43133","43","09","01"
2389,"43136","43","09","01"
2390,"43137_AM","43","09","01"
2391,"43138_AM","43","09","01"
2392,"43139_AM","43","09","01"
2393,"43140_AM","43","09","01"
2394,"43145","43","09","01"
2395,"4314801_AD","43","09","01"
2396,"4314804","43","09","01"
2397,"4314805","43","09","01"
2398,"4314806","43","09","01"
2399,"4314807","43","09","01"
2400,"4314808","43","09","01"
2401,"4314809","43","09","01"
2402,"43153","43","09","01"
2403,"43155","43","09","01"
2404,"43156","43","09","01"
2405,"43161","43","09","01"
2406,"43162","43","09","01"
2407,"43163","43","09","01"
2408,"43166_AM","43","09","01"
2409,"43171","43","09","01"
2410,"43176_AM","43","09","01"
2411,"43901_AM","43","09","01"
2412,"43904_AM","43","09","01"
2413,"43905","43","09","01"
2414,"43906_AM","43","09","01"
2415,"43907","43","09","01"
2416,"44008_AM","44","02","01"
2417,"44009_AM","44","02","01"
2418,"44013","44","02","01"
2419,"44014_AM","44","02","01"
2420,"44025","44","02","01"
2421,"44050_AM","44","02","01"
2422,"44051_AM","44","02","01"
2423,"44059_AM","44","02","01"
2424,"44068_AM","44","02","01"
2425,"44076_AM","44","02","01"
2426,"44153_AM","44","02","01"
2427,"44155_AM","44","02","01"
2428,"44158_AM","44","02","01"
2429,"44210_AM","44","02","01"
2430,"44216","44","02","01"
2431,"44238_AM","44","02","01"
2432,"44246_AM","44","02","01"
2433,"45002_AM","45","08","01"
2434,"45014","45","08","01"
2435,"45015_AM","45","08","01"
2436,"45016","45","08","01"
2437,"45019","45","08","01"
2438,"45020_AM","45","08","01"
2439,"45023_AM","45","08","01"
2440,"45028","45","08","01"
2441,"45031_AM","45","08","01"
2442,"45037_AM","45","08","01"
2443,"45038","45","08","01"
2444,"45040_AM","45","08","01"
2445,"45041","45","08","01"
2446,"45045_AM","45","08","01"
2447,"45046_AM","45","08","01"
2448,"45047_AM","45","08","01"
2449,"45052_AM","45","08","01"
2450,"45053","45","08","01"
2451,"45054_AM","45","08","01"
2452,"45061_AM","45","08","01"
2453,"45064_AM","45","08","01"
2454,"45066","45","08","01"
2455,"45069_AM","45","08","01"
2456,"45071_AM","45","08","01"
2457,"45081","45","08","01"
2458,"45084_AM","45","08","01"
2459,"45087","45","08","01"
2460,"45098_AM","45","08","01"
2461,"45099_AM","45","08","01"
2462,"45101_AM","45","08","01"
2463,"45102_AM","45","08","01"
2464,"45106","45","08","01"
2465,"45107","45","08","01"
2466,"45109_AM","45","08","01"
2467,"45112_AM","45","08","01"
2468,"45115_AM","45","08","01"
2469,"45118_AM","45","08","01"
2470,"45119_AM","45","08","01"
2471,"45121_AM","45","08","01"
2472,"45122","45","08","01"
2473,"45123","45","08","01"
2474,"45124_AM","45","08","01"
2475,"45125_AM","45","08","01"
2476,"45132_AM","45","08","01"
2477,"45133_AM","45","08","01"
2478,"45135_AM","45","08","01"
2479,"45136","45","08","01"
2480,"45137_AM","45","08","01"
2481,"45140_AM","45","08","01"
2482,"45142","45","08","01"
2483,"45145_AM","45","08","01"
2484,"45156_AM","45","08","01"
2485,"45157_AM","45","08","01"
2486,"45158_AM","45","08","01"
2487,"45161","45","08","01"
2488,"45163","45","08","01"
2489,"4516501","45","08","01"
2490,"4516502","45","08","01"
2491,"4516503","45","08","01"
2492,"4516504","45","08","01"
2493,"4516801_AD","45","08","01"
2494,"4516805","45","08","01"
2495,"4516806","45","08","01"
2496,"4516807","45","08","01"
2497,"45173","45","08","01"
2498,"45176","45","08","01"
2499,"45181_AM","45","08","01"
2500,"45185","45","08","01"
2501,"45187_AM","45","08","01"
2502,"45197_AM","45","08","01"
2503,"45199_AM","45","08","01"
2504,"45200_AM","45","08","01"
2505,"45201","45","08","01"
2506,"45202","45","08","01"
2507,"45203_AM","45","08","01"
2508,"45205","45","08","01"
2509,"46001_AM","46","10","01"
2510,"46005","46","10","01"
2511,"46006_AM","46","10","01"
2512,"46007_AM","46","10","01"
2513,"46008_AM","46","10","01"
2514,"46011_AM","46","10","01"
2515,"46013","46","10","01"
2516,"46014_AM","46","10","01"
2517,"46015","46","10","01"
2518,"46016_AM","46","10","01"
2519,"46017","46","10","01"
2520,"46019","46","10","01"
2521,"46020","46","10","01"
2522,"46021","46","10","01"
2523,"46022_AM","46","10","01"
2524,"46029","46","10","01"
2525,"46031","46","10","01"
2526,"46032","46","10","01"
2527,"46035","46","10","01"
2528,"46039_AM","46","10","01"
2529,"46042_AM","46","10","01"
2530,"46044","46","10","01"
2531,"46048_AM","46","10","01"
2532,"46051","46","10","01"
2533,"46054","46","10","01"
2534,"46060","46","10","01"
2535,"46062","46","10","01"
2536,"46070","46","10","01"
2537,"46072","46","10","01"
2538,"46074_AM","46","10","01"
2539,"46077","46","10","01"
2540,"46078","46","10","01"
2541,"46081","46","10","01"
2542,"46082","46","10","01"
2543,"46083","46","10","01"
2544,"46085","46","10","01"
2545,"46093_AM","46","10","01"
2546,"46094","46","10","01"
2547,"46097_AM","46","10","01"
2548,"46098_AM","46","10","01"
2549,"46102","46","10","01"
2550,"46105","46","10","01"
2551,"46106_AM","46","10","01"
2552,"46109","46","10","01"
2553,"46110","46","10","01"
2554,"46111_AM","46","10","01"
2555,"46113_AM","46","10","01"
2556,"46116","46","10","01"
2557,"46118_AM","46","10","01"
2558,"46122_AM","46","10","01"
2559,"46126","46","10","01"
2560,"46127_AM","46","10","01"
2561,"4613101_AD","46","10","01"
2562,"4613102","46","10","01"
2563,"4613104","46","10","01"
2564,"4613105","46","10","01"
2565,"4613106","46","10","01"
2566,"4613107","46","10","01"
2567,"46132_AM","46","10","01"
2568,"46134_AM","46","10","01"
2569,"46135","46","10","01"
2570,"46139","46","10","01"
2571,"46143_AM","46","10","01"
2572,"46145","46","10","01"
2573,"46147_AM","46","10","01"
2574,"46150_AM","46","10","01"
2575,"46156_AM","46","10","01"
2576,"46157_AM","46","10","01"
2577,"46159","46","10","01"
2578,"46160_AM","46","10","01"
2579,"46164","46","10","01"
2580,"46165","46","10","01"
2581,"46166","46","10","01"
2582,"46169","46","10","01"
2583,"46170_AM","46","10","01"
2584,"46171","46","10","01"
2585,"46172_AM","46","10","01"
2586,"46173_AM","46","10","01"
2587,"46177_AM","46","10","01"
2588,"46178","46","10","01"
2589,"46179_AM","46","10","01"
2590,"46181_AM","46","10","01"
2591,"46183","46","10","01"
2592,"46184","46","10","01"
2593,"46186","46","10","01"
2594,"46190","46","10","01"
2595,"46191_AM","46","10","01"
2596,"46193","46","10","01"
2597,"46194","46","10","01"
2598,"46199","46","10","01"
2599,"46200_AM","46","10","01"
2600,"46202","46","10","01"
2601,"46203_AM","46","10","01"
2602,"46204","46","10","01"
2603,"46205","46","10","01"
2604,"46207","46","10","01"
2605,"46211_AM","46","10","01"
2606,"46213","46","10","01"
2607,"46214_AM","46","10","01"
2608,"46216","46","10","01"
2609,"46218_AM","46","10","01"
2610,"4622001_AD","46","10","01"
2611,"4622004_AD","46","10","01"
2612,"4622006","46","10","01"
2613,"4622007","46","10","01"
2614,"46223","46","10","01"
2615,"46228_AM","46","10","01"
2616,"46230","46","10","01"
2617,"46231_AM","46","10","01"
2618,"46233","46","10","01"
2619,"46235","46","10","01"
2620,"46237","46","10","01"
2621,"46238","46","10","01"
2622,"4624401","46","10","01"
2623,"4624402","46","10","01"
2624,"4624403","46","10","01"
2625,"4624404","46","10","01"
2626,"46248","46","10","01"
2627,"46249","46","10","01"
2628,"4625001","46","10","01"
2629,"4625002","46","10","01"
2630,"4625003","46","10","01"
2631,"4625004","46","10","01"
2632,"4625005","46","10","01"
2633,"4625006","46","10","01"
2634,"4625007","46","10","01"
2635,"4625008","46","10","01"
2636,"4625009","46","10","01"
2637,"4625010","46","10","01"
2638,"4625011","46","10","01"
2639,"4625012","46","10","01"
2640,"4625013","46","10","01"
2641,"4625014","46","10","01"
2642,"4625015","46","10","01"
2643,"4625016","46","10","01"
2644,"4625017","46","10","01"
2645,"4625018","46","10","01"
2646,"4625019","46","10","01"
2647,"46254_AM","46","10","01"
2648,"46255_AM","46","10","01"
2649,"46256","46","10","01"
2650,"46257","46","10","01"
2651,"46258_AM","46","10","01"
2652,"46261_AM","46","10","01"
2653,"46903","46","10","01"
2654,"47004_AM","47","07","01"
2655,"47007_AM","47","07","01"
2656,"47010","47","07","01"
2657,"47023_AM","47","07","01"
2658,"47030_AM","47","07","01"
2659,"47050","47","07","01"
2660,"47052","47","07","01"
2661,"47071_AM","47","07","01"
2662,"47075","47","07","01"
2663,"47076","47","07","01"
2664,"47085","47","07","01"
2665,"47086_AM","47","07","01"
2666,"47090_AM","47","07","01"
2667,"47101_AM","47","07","01"
2668,"47104_AM","47","07","01"
2669,"47112_AM","47","07","01"
2670,"47114","47","07","01"
2671,"47129_AM","47","07","01"
2672,"47139_AM","47","07","01"
2673,"47155_AM","47","07","01"
2674,"47161","47","07","01"
2675,"47165","47","07","01"
2676,"47173_AM","47","07","01"
2677,"47175_AM","47","07","01"
2678,"4718601","47","07","01"
2679,"4718602","47","07","01"
2680,"4718603","47","07","01"
2681,"4718604","47","07","01"
2682,"4718605","47","07","01"
2683,"4718606","47","07","01"
2684,"4718607","47","07","01"
2685,"4718608","47","07","01"
2686,"4718609","47","07","01"
2687,"4718610","47","07","01"
2688,"4718611","47","07","01"
2689,"4718612","47","07","01"
2690,"47197_AM","47","07","01"
2691,"47214_AM","47","07","01"
2692,"47217_AM","47","07","01"
2693,"47231","47","07","01"
2694,"48001_AM","48","16","01"
2695,"48002","48","16","01"
2696,"48003","48","16","01"
2697,"48011","48","16","01"
2698,"48012_AM","48","16","01"
2699,"4801301","48","16","01"
2700,"4801302","48","16","01"
2701,"4801303","48","16","01"
2702,"4801304","48","16","01"
2703,"4801305","48","16","01"
2704,"4801306","48","16","01"
2705,"4801307","48","16","01"
2706,"4801308","48","16","01"
2707,"4801309","48","16","01"
2708,"48015","48","16","01"
2709,"48016","48","16","01"
2710,"48017","48","16","01"
2711,"48018_AM","48","16","01"
2712,"48019_AM","48","16","01"
2713,"4802001","48","16","01"
2714,"4802002","48","16","01"
2715,"4802003","48","16","01"
2716,"4802004","48","16","01"
2717,"4802005","48","16","01"
2718,"4802006","48","16","01"
2719,"4802007","48","16","01"
2720,"4802008","48","16","01"
2721,"48022_AM","48","16","01"
2722,"48026_AM","48","16","01"
2723,"48027","48","16","01"
2724,"48029","48","16","01"
2725,"48032","48","16","01"
2726,"48034","48","16","01"
2727,"48036","48","16","01"
2728,"48038_AM","48","16","01"
2729,"48043","48","16","01"
2730,"4804401","48","16","01"
2731,"4804402","48","16","01"
2732,"4804403","48","16","01"
2733,"48045_AM","48","16","01"
2734,"48046","48","16","01"
2735,"48054","48","16","01"
2736,"48057","48","16","01"
2737,"48060_AM","48","16","01"
2738,"48065_AM","48","16","01"
2739,"48068_AM","48","16","01"
2740,"48069","48","16","01"
2741,"48071_AM","48","16","01"
2742,"48073","48","16","01"
2743,"48074","48","16","01"
2744,"48075_AM","48","16","01"
2745,"48077_AM","48","16","01"
2746,"48078","48","16","01"
2747,"48080","48","16","01"
2748,"48082","48","16","01"
2749,"48083","48","16","01"
2750,"48084","48","16","01"
2751,"48085","48","16","01"
2752,"48086_AM","48","16","01"
2753,"48089_AM","48","16","01"
2754,"48090","48","16","01"
2755,"48094_AM","48","16","01"
2756,"48095_AM","48","16","01"
2757,"48096","48","16","01"
2758,"48901","48","16","01"
2759,"48902","48","16","01"
2760,"48904_AM","48","16","01"
2761,"48905_AM","48","16","01"
2762,"48906_AM","48","16","01"
2763,"48910_AM","48","16","01"
2764,"49003_AM","49","07","01"
2765,"49021","49","07","01"
2766,"49054_AM","49","07","01"
2767,"49065_AM","49","07","01"
2768,"49071_AM","49","07","01"
2769,"49081_AM","49","07","01"
2770,"49127_AM","49","07","01"
2771,"49129_AM","49","07","01"
2772,"49151_AM","49","07","01"
2773,"49166_AM","49","07","01"
2774,"49178_AM","49","07","01"
2775,"49187_AM","49","07","01"
2776,"49193_AM","49","07","01"
2777,"49200_AM","49","07","01"
2778,"49206_AM","49","07","01"
2779,"49219_AM","49","07","01"
2780,"49250_AM","49","07","01"
2781,"4927501","49","07","01"
2782,"4927502","49","07","01"
2783,"4927503","49","07","01"
2784,"4927504","49","07","01"
2785,"4927505","49","07","01"
2786,"50008_AM","50","02","01"
2787,"50018_AM","50","02","01"
2788,"50025","50","02","01"
2789,"50034_AM","50","02","01"
2790,"50038_AM","50","02","01"
2791,"50055_AM","50","02","01"
2792,"50062_AM","50","02","01"
2793,"50067","50","02","01"
2794,"50073_AM","50","02","01"
2795,"50074","50","02","01"
2796,"50089_AM","50","02","01"
2797,"50094_AM","50","02","01"
2798,"50095_AM","50","02","01"
2799,"50099_AM","50","02","01"
2800,"50115","50","02","01"
2801,"50118_AM","50","02","01"
2802,"50126_AM","50","02","01"
2803,"50130_AM","50","02","01"
2804,"50150_AM","50","02","01"
2805,"50159_AM","50","02","01"
2806,"50160_AM","50","02","01"
2807,"50163_AM","50","02","01"
2808,"50165_AM","50","02","01"
2809,"50181_AM","50","02","01"
2810,"50182","50","02","01"
2811,"50204_AM","50","02","01"
2812,"50208_AM","50","02","01"
2813,"50209_AM","50","02","01"
2814,"50219","50","02","01"
2815,"50222_AM","50","02","01"
2816,"50225_AM","50","02","01"
2817,"50230_AM","50","02","01"
2818,"50235_AM","50","02","01"
2819,"50240_AM","50","02","01"
2820,"50251_AM","50","02","01"
2821,"50252","50","02","01"
2822,"50272","50","02","01"
2823,"50288","50","02","01"
2824,"5029701","50","02","01"
2825,"5029702","50","02","01"
2826,"5029703","50","02","01"
2827,"5029704","50","02","01"
2828,"5029705","50","02","01"
2829,"5029706","50","02","01"
2830,"5029707","50","02","01"
2831,"5029708","50","02","01"
2832,"5029709","50","02","01"
2833,"5029710","50","02","01"
2834,"5029711","50","02","01"
2835,"5029712","50","02","01"
2836,"50298","50","02","01"
2837,"50903_AM","50","02","01"
2838,"5100101","51","18","01"
2839,"5100102","51","18","01"
2840,"5100103","51","18","01"
2841,"5100104","51","18","01"
2842,"5100105","51","18","01"
2843,"5100106","51","18","01"
2844,"5200101_AD","52","19","01"
2845,"5200102","52","19","01"
2846,"5200104","52","19","01"
2847,"5200105","52","19","01"
2848,"5200106","52","19","01"
2849,"5200107","52","19","01"
2850,"5200108","52","19","01"
